Vehicle0;20;100;0;130;100;112;B29;PU
Vehicle0;130;100;112;10;100;234;B29;PL
Vehicle0;10;100;234;180;100;406;B79;PU
Vehicle0;180;100;406;10;100;578;B79;PL
Vehicle0;10;100;578;280;100;850;B179;PU
Vehicle0;280;100;850;10;100;1122;B179;PL
Vehicle0;10;100;1122;300;100;1414;B199;PU
Vehicle0;300;100;1414;10;100;1706;B199;PL
Vehicle0;10;100;1706;320;100;2018;B219;PU
Vehicle0;320;100;2018;10;100;2330;B219;PL
Vehicle0;10;100;2330;330;100;2652;B229;PU
Vehicle0;330;100;2652;10;100;2974;B229;PL
Vehicle0;10;100;2974;340;100;3306;B239;PU
Vehicle0;340;100;3306;10;100;3638;B239;PL
Vehicle0;10;100;3638;470;100;4100;B369;PU
Vehicle0;470;100;4100;10;100;4562;B369;PL
Vehicle0;10;100;4562;520;100;5074;B419;PU
Vehicle0;520;100;5074;10;100;5586;B419;PL
Vehicle0;10;100;5586;540;100;6118;B439;PU
Vehicle0;540;100;6118;10;100;6650;B439;PL
Vehicle0;10;100;6650;560;100;7202;B459;PU
Vehicle0;560;100;7202;10;100;7754;B459;PL
Vehicle0;10;100;7754;590;100;8336;B489;PU
Vehicle0;590;100;8336;10;100;8918;B489;PL
Vehicle0;10;100;8918;620;100;9530;B519;PU
Vehicle0;620;100;9530;10;100;10142;B519;PL
Vehicle0;10;100;10142;630;100;10764;B529;PU
Vehicle0;630;100;10764;10;100;11386;B529;PL
Vehicle0;10;100;11386;640;100;12018;B539;PU
Vehicle0;640;100;12018;10;100;12650;B539;PL
Vehicle0;10;100;12650;660;100;13302;B559;PU
Vehicle0;660;100;13302;10;100;13954;B559;PL
Vehicle0;10;100;13954;740;100;14686;B639;PU
Vehicle0;740;100;14686;10;100;15418;B639;PL
Vehicle0;10;100;15418;760;100;16170;B659;PU
Vehicle0;760;100;16170;10;100;16922;B659;PL
Vehicle0;10;100;16922;860;100;17774;B759;PU
Vehicle0;860;100;17774;10;100;18626;B759;PL
